gene_id,disease_id,gwas_year,gene_prob,dis_prob,gene_abstract,gene_title,dis_abstract,dis_title,patent_year,num_patents,extensive_flag,gwas_1hop,gwas_2hop,gwas_3hop,gwas_source_1hop,gwas_source_2hop,gwas_source_3hop,gwas_0hop,gwas_level,gwas_year_chosen,gwas_source_gene
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2000,1,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2000,2,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2000,3,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2001,0,0,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2001,2,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2001,3,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2002,0,0,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2002,0,0,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2002,9,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2003,0,0,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2003,1,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2003,13,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2004,0,0,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2004,1,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2004,6,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2005,0,0,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2005,0,0,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2005,2,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2006,0,0,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2006,0,0,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2006,3,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2007,1,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2007,0,0,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2007,7,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2008,2,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2008,0,0,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2008,5,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2009,1,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2009,0,0,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2009,0,0,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2010,0,0,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2010,1,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2010,1,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2011,0,0,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2011,0,0,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2011,2,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2012,4,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2012,1,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2012,6,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2013,1,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2013,3,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2013,0,0,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2014,3,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2014,1,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2014,0,0,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2015,2,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2015,3,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2015,0,0,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2016,1,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2016,2,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2016,3,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2017,4,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2017,5,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2017,6,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2018,1,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2018,3,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2018,1,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2019,2,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2019,0,0,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2019,2,1,2009,,,2212,,,,1,2009,2212
7040,D015212,,0.9980162,0.999999,0.0,0.0,0.0,0.0,2020,4,1,2010,,,4088,,,,1,2010,4088
3570,D015212,2016,0.99842894,0.99999815,1.0,0.0,2.0,2.0,2020,6,1,,,,,,,2016.0,0,2016,
1432,D015212,,0.99991775,0.99999905,0.0,0.0,0.0,0.0,2020,1,1,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2000,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2001,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2002,2,1,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2003,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2004,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2005,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2006,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2007,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2008,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2009,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2010,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2011,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2012,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2013,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2014,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2015,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2016,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2017,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2018,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2019,0,0,2009,,,2212,,,,1,2009,2212
5600,D015212,,0.9922778,0.9999986,2.0,0.0,4.0,0.0,2020,0,0,2009,,,2212,,,,1,2009,2212
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2000,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2001,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2002,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2003,1,1,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2004,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2005,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2006,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2007,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2008,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2009,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2010,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2011,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2012,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2013,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2014,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2015,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2016,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2017,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2018,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2019,0,0,2008,,,6774,,,,1,2008,6774
3572,D015212,,0.9900905,1.0,1.0,0.0,0.0,0.0,2020,2,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2000,0,0,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2000,0,0,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2001,0,0,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2001,0,0,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2002,0,0,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2002,0,0,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2003,0,0,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2003,0,0,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2004,0,0,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2004,0,0,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2005,1,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2005,1,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2006,1,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2006,0,0,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2007,0,0,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2007,2,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2008,0,0,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2008,0,0,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2009,1,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2009,0,0,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2010,0,0,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2010,1,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2011,2,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2011,1,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2012,2,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2012,1,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2013,3,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2013,2,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2014,1,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2014,1,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2015,3,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2015,1,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2016,3,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2016,2,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2017,7,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2017,0,0,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2018,6,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2018,2,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2019,8,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2019,1,1,2008,,,6774,,,,1,2008,6774
3605,D015212,,0.99062634,0.9999984,0.0,0.0,0.0,0.0,2020,10,1,2008,,,6774,,,,1,2008,6774
59067,D015212,,0.99512875,0.9999984,0.0,0.0,0.0,0.0,2020,2,1,2008,,,6774,,,,1,2008,6774
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2000,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2001,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2002,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2003,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2004,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2005,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2006,1,1,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2007,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2008,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2009,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2010,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2011,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2012,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2013,1,1,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2014,3,1,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2015,1,1,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2016,1,1,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2017,0,0,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2018,2,1,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2019,3,1,,,,,,,2008.0,0,2008,
6774,D015212,2008,0.9951329,0.99999905,0.0,0.0,0.0,0.0,2020,5,1,,,,,,,2008.0,0,2008,
50615,D015212,,0.9984291,0.9999992,5.0,1.0,0.0,0.0,2000,0,0,2008,,,6774,,,,1,2008,6774
50616,D015212,,0.9931878,0.9999992,0.0,0.0,0.0,0.0,2000,0,0,2008,,,6774,,,,1,2008,6774
2475,D015212,,0.99525166,0.9999988,0.0,0.0,7.0,0.0,2000,0,0,2012,,,5579,,,,1,2012,5579
50615,D015212,,0.9984291,0.9999992,5.0,1.0,0.0,0.0,2001,0,0,2008,,,6774,,,,1,2008,6774
50616,D015212,,0.9931878,0.9999992,0.0,0.0,0.0,0.0,2001,0,0,2008,,,6774,,,,1,2008,6774
2475,D015212,,0.99525166,0.9999988,0.0,0.0,7.0,0.0,2001,0,0,2012,,,5579,,,,1,2012,5579
