gene_id,disease_id,gwas_year,gene_prob,dis_prob,gene_abstract,gene_title,dis_abstract,dis_title,patent_year,num_patents,extensive_flag,gwas_1hop,gwas_2hop,gwas_3hop,gwas_source_1hop,gwas_source_2hop,gwas_source_3hop,gwas_0hop,gwas_level,gwas_year_chosen,gwas_source_gene
149233,D015212,2007,0.9984976,0.9999993,7.0,2.0,4.0,2.0,2016,2,1,,,,,,,2007.0,0,2007,
3091,D015212,,0.9930017,0.99998903,0.0,0.0,0.0,0.0,2017,0,0,2008,,,6774,,,,1,2008,6774
149233,D015212,2007,0.9984976,0.9999993,7.0,2.0,4.0,2.0,2017,2,1,,,,,,,2007.0,0,2007,
3091,D015212,,0.9930017,0.99998903,0.0,0.0,0.0,0.0,2018,2,1,2008,,,6774,,,,1,2008,6774
149233,D015212,2007,0.9984976,0.9999993,7.0,2.0,4.0,2.0,2018,4,1,,,,,,,2007.0,0,2007,
3091,D015212,,0.9930017,0.99998903,0.0,0.0,0.0,0.0,2019,3,1,2008,,,6774,,,,1,2008,6774
149233,D015212,2007,0.9984976,0.9999993,7.0,2.0,4.0,2.0,2019,3,1,,,,,,,2007.0,0,2007,
3091,D015212,,0.9930017,0.99998903,0.0,0.0,0.0,0.0,2020,1,1,2008,,,6774,,,,1,2008,6774
149233,D015212,2007,0.9984976,0.9999993,7.0,2.0,4.0,2.0,2020,1,1,,,,,,,2007.0,0,2007,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2000,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2001,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2002,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2003,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2004,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2005,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2006,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2007,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2008,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2009,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2010,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2011,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2012,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2013,1,1,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2014,0,0,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2015,1,1,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2016,5,1,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2017,11,1,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2018,3,1,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2019,11,1,,,,,,,2012.0,0,2012,
6097,D015212,2012,0.99769264,0.99999934,0.0,1.0,0.0,0.0,2020,6,1,,,,,,,2012.0,0,2012,
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2000,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2001,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2002,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2003,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2004,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2005,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2006,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2007,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2008,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2009,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2010,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2011,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2012,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2013,1,1,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2014,2,1,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2015,4,1,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2016,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2017,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2018,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2019,0,0,2008,,,6774,,,,1,2008,6774
3594,D015212,,0.99712276,0.99999833,1.0,1.0,2.0,0.0,2020,0,0,2008,,,6774,,,,1,2008,6774
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2000,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2001,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2002,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2003,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2004,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2005,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2006,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2007,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2008,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2009,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2010,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2011,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2012,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2013,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2014,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2015,1,1,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2016,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2017,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2018,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2019,0,0,2009,,,3586,,,,1,2009,3586
6778,D015212,,0.99892265,0.99999833,2.0,0.0,4.0,0.0,2020,0,0,2009,,,3586,,,,1,2009,3586
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2000,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2001,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2002,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2003,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2004,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2005,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2006,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2007,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2008,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2009,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2010,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2011,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2012,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2013,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2014,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2015,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2016,1,1,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2017,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2018,0,0,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2019,1,1,2012,,,6097,,,,1,2012,6097
861,D015212,,0.9984733,0.99999577,0.0,0.0,0.0,0.0,2020,0,0,2012,,,6097,,,,1,2012,6097
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2000,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2001,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2002,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2003,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2004,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2005,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2006,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2007,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2008,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2009,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2010,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2011,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2012,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2013,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2014,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2015,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2016,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2017,1,1,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2018,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2019,0,0,2007,,,149233,,,,1,2007,149233
4087,D015212,,0.9940454,0.99361485,0.0,0.0,1.0,0.0,2020,0,0,2007,,,149233,,,,1,2007,149233
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2000,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2001,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2002,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2003,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2004,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2005,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2006,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2007,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2008,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2009,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2010,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2011,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2012,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2013,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2014,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2015,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2016,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2017,2,1,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2018,2,1,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2019,0,0,2010,,,4088,,,,1,2010,4088
50943,D015212,,0.9984787,0.99999917,0.0,0.0,0.0,0.0,2020,0,0,2010,,,4088,,,,1,2010,4088
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2000,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2001,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2002,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2003,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2004,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2005,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2006,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2007,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2008,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2009,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2010,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2011,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2012,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2013,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2014,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2015,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2016,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2017,0,0,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2018,1,1,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2019,1,1,2008,,,6774,,,,1,2008,6774
3561,D015212,,0.9949487,0.9999973,0.0,1.0,0.0,0.0,2020,0,0,2008,,,6774,,,,1,2008,6774
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2000,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2001,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2002,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2003,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2004,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2005,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2006,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2007,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2008,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2009,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2010,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2011,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2012,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2013,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2014,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2015,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2016,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2017,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2018,0,0,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2019,1,1,,,,,,,2010.0,0,2010,
4088,D015212,2010,0.9963523,1.0,0.0,0.0,0.0,0.0,2020,1,1,,,,,,,2010.0,0,2010,
